REGION,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,FLOODS,ANNUAL_RAINFALL
region_223,1038.78,878.33,730.9,341.91,77.95,24.88,37.27,23.57,372.02,657.4,602.07,642.81,YES,5427.889999999999
region_224,631.28,879.21,534.48,451.11,119.94,73.77,6.47,26.0,414.48,567.7,246.6,894.09,NO,4845.129999999999
region_225,688.76,1154.99,507.2,430.03,113.87,39.37,57.11,31.4,122.49,201.78,604.37,828.17,YES,4779.539999999999
region_226,604.07,1089.21,728.9,425.99,204.12,34.9,36.71,26.51,178.81,229.27,501.17,975.85,YES,5035.51
region_227,1196.34,1009.48,614.69,588.95,176.56,75.99,8.96,23.0,335.23,449.04,573.9,562.41,YES,5614.549999999999
region_228,719.49,1002.54,562.9,472.54,200.78,42.12,49.07,26.07,493.41,263.75,584.96,829.5,NO,5247.13
region_229,1081.24,765.16,456.01,406.37,203.02,52.2,1.9,31.2,345.78,478.23,327.26,643.52,NO,4791.889999999999
region_230,1006.37,936.28,678.64,384.84,77.31,42.31,40.93,30.4,341.6,500.07,365.33,900.83,YES,5304.91
region_231,607.14,1192.35,707.96,524.97,222.01,56.01,10.19,29.11,247.65,393.11,450.26,744.96,YES,5185.720000000001
region_232,1010.04,926.3,652.73,476.68,167.11,68.69,36.61,12.98,407.79,274.29,449.84,661.54,NO,5144.599999999999
region_233,1154.01,1184.45,516.62,511.65,110.23,75.49,59.84,6.14,295.39,530.73,565.62,707.09,YES,5717.259999999999
region_234,1155.49,1018.05,669.15,598.01,104.33,59.74,10.22,33.07,491.37,490.95,511.38,502.41,YES,5644.169999999999
region_235,626.99,954.42,742.57,493.4,186.2,60.58,22.22,1.86,333.78,452.13,248.95,971.59,YES,5094.69
region_236,820.22,949.11,739.25,483.05,87.89,50.79,21.26,17.41,152.49,691.91,666.32,630.47,YES,5310.17
region_237,705.43,763.86,683.61,587.96,125.37,66.99,24.78,17.68,413.41,464.32,246.56,599.43,NO,4699.400000000001
region_238,1150.88,802.02,625.34,322.56,114.9,39.67,52.44,32.61,387.12,402.36,552.36,552.35,YES,5034.610000000001
region_239,995.54,742.59,718.55,376.1,197.69,76.68,30.06,3.77,297.72,347.85,333.59,970.0,YES,5090.139999999999
region_240,1087.17,712.22,466.82,573.72,113.65,35.33,20.06,0.36,234.83,655.77,774.72,901.86,YES,5576.51
region_241,1123.48,879.81,553.51,325.2,108.63,37.59,8.99,10.45,211.77,528.12,684.83,655.15,YES,5127.53
region_242,1048.94,1121.78,726.11,408.95,219.4,38.03,8.53,4.32,283.17,363.81,248.1,880.93,YES,5352.0700000000015
region_243,630.92,1092.56,602.63,521.06,118.73,77.39,47.92,15.24,392.65,399.33,314.64,766.98,NO,4980.049999999999
region_244,1018.49,1002.74,707.84,342.4,132.45,40.48,16.66,30.95,144.12,301.09,717.96,550.79,YES,5005.97
region_245,650.44,816.89,672.5,451.97,193.06,63.65,55.06,32.44,158.32,666.32,638.75,922.66,NO,5322.06
region_246,1040.88,1138.58,571.37,503.17,153.63,61.52,14.99,14.99,155.83,153.98,526.23,760.87,YES,5096.04
region_247,804.66,795.76,633.97,581.25,87.46,28.75,20.15,18.39,338.18,436.83,609.75,985.7,YES,5340.849999999999
region_248,610.61,789.05,671.07,379.93,98.61,30.69,6.59,34.81,428.32,579.35,659.79,798.86,NO,5087.679999999999
region_249,1100.25,1004.61,539.45,576.41,175.53,49.45,1.49,16.27,435.54,191.21,447.91,680.34,YES,5218.46
region_250,1147.71,1065.45,681.73,462.82,121.44,72.22,41.11,29.65,150.25,663.86,626.92,952.97,YES,6016.13
region_251,1147.51,1156.87,674.79,578.44,84.76,26.43,33.18,2.11,498.0,301.93,271.24,533.11,YES,5308.37
region_252,683.2,911.49,723.65,422.36,197.15,59.25,25.0,3.1,492.03,655.65,506.12,883.12,NO,5562.12
region_253,651.86,1146.93,625.91,383.15,192.31,32.26,3.35,12.23,328.6,192.09,606.47,899.51,YES,5074.67
region_254,1184.8,1012.89,492.1,326.78,132.55,34.95,35.95,25.02,214.31,409.39,457.4,653.46,YES,4979.599999999999
region_255,894.74,1015.37,512.58,381.23,189.33,66.43,35.66,15.27,295.15,565.29,522.35,669.3,NO,5162.7
region_256,1182.27,753.68,489.09,390.22,106.33,32.24,42.71,28.91,295.24,273.61,323.17,951.93,YES,4869.4
region_257,1145.87,806.28,559.29,548.06,212.24,60.12,34.42,19.75,143.35,646.18,269.66,506.41,YES,4951.629999999999
region_258,634.83,1191.61,585.5,438.02,158.67,72.33,58.39,4.92,202.67,489.48,720.1,704.67,YES,5261.1900000000005
region_259,923.59,988.23,706.77,530.47,223.35,54.97,59.49,1.15,160.19,270.65,329.8,666.13,YES,4914.79
region_260,810.34,959.85,641.98,329.43,225.57,44.33,56.67,31.16,261.5,311.83,248.94,806.9,NO,4728.5
region_261,739.09,813.25,580.4,429.18,79.02,25.0,31.82,6.74,225.5,408.67,241.58,733.57,NO,4313.82
region_262,765.44,934.63,528.38,472.39,201.92,67.18,16.6,10.8,260.88,412.5,774.04,987.46,YES,5432.22
region_263,633.07,1153.44,557.21,585.1,159.92,25.05,54.46,19.83,210.99,499.18,731.66,643.2,YES,5273.110000000001
region_264,685.49,868.33,709.73,596.24,233.67,33.74,31.5,2.49,490.05,515.24,347.44,548.62,NO,5062.539999999999
region_265,1123.82,1065.5,703.36,404.05,88.53,66.42,28.81,20.32,469.75,147.89,720.91,795.74,YES,5635.1
region_266,748.27,826.42,749.75,557.88,147.21,76.87,12.85,0.54,368.98,530.07,321.53,725.35,NO,5065.72
region_267,1198.61,1158.4,478.37,457.8,102.6,73.35,4.02,26.71,494.21,341.95,345.05,842.15,YES,5523.22
region_268,795.48,1001.27,675.79,401.67,70.48,46.3,10.64,13.57,198.46,263.28,583.41,829.66,YES,4890.01
region_269,874.5,1133.67,529.25,586.69,130.02,23.2,3.61,2.99,192.66,619.09,733.88,938.45,YES,5768.009999999999
region_270,839.51,1031.06,663.5,484.44,166.19,56.6,50.36,25.94,487.86,514.34,710.98,919.67,YES,5950.450000000001
region_271,875.98,1175.28,591.67,321.84,93.34,58.3,28.4,33.47,333.99,328.96,448.86,922.69,YES,5212.780000000001
region_272,798.99,1063.72,729.09,420.65,87.36,69.31,35.91,5.91,409.75,482.49,648.63,607.8,YES,5359.610000000001
region_273,1143.38,925.1,524.47,564.77,193.73,41.1,16.06,8.33,366.22,332.03,446.48,733.28,YES,5294.95
region_274,858.03,849.01,454.12,534.12,96.09,55.82,21.08,16.58,423.03,625.61,641.71,723.72,NO,5298.920000000001
region_275,1023.94,744.27,509.29,564.46,228.65,60.03,5.89,28.41,343.17,571.94,281.62,683.94,NO,5045.610000000001
region_276,1174.51,1038.7,749.49,388.87,100.47,79.26,7.6,19.72,153.56,310.41,524.81,943.56,YES,5490.959999999999
region_277,1101.81,800.04,492.04,340.33,157.54,50.59,15.4,1.97,340.7,671.04,237.06,883.85,YES,5092.37
region_278,915.8,1177.53,496.11,404.06,123.21,52.5,48.81,12.85,381.71,666.56,481.23,964.66,YES,5725.029999999999
region_279,942.58,765.65,633.57,463.27,210.93,52.49,32.95,20.81,148.59,461.98,418.7,787.81,NO,4939.33
region_280,965.81,963.99,468.04,528.68,87.54,37.57,50.08,27.61,483.75,431.84,301.2,683.71,NO,5029.820000000001
region_281,739.13,842.97,491.72,421.89,76.41,55.92,29.76,26.62,197.0,314.55,779.2,612.07,NO,4587.24
region_282,765.66,939.94,557.31,503.67,148.64,67.61,57.74,30.07,479.13,599.76,660.09,976.25,NO,5785.87
region_283,868.94,982.43,474.85,352.73,80.88,37.35,43.82,29.24,155.49,221.01,469.52,536.28,NO,4252.54
region_284,1129.21,905.09,507.87,555.28,97.17,41.06,53.09,20.46,426.77,566.02,627.44,545.99,YES,5475.450000000001
region_285,1116.78,1172.04,587.42,447.87,92.71,38.25,51.05,26.19,219.95,367.85,315.35,653.72,YES,5089.18
region_286,986.34,870.07,721.92,504.33,128.01,42.4,15.31,17.22,265.94,162.4,794.02,754.47,YES,5262.43
region_287,847.02,1186.37,538.33,483.15,78.38,72.92,32.6,27.51,380.42,631.01,553.21,984.36,YES,5815.28
region_288,1170.78,916.61,578.0,331.02,174.69,31.75,57.93,10.19,367.16,593.17,331.41,578.75,YES,5141.459999999999
region_289,725.73,881.56,587.83,414.01,205.32,22.73,3.52,1.67,135.92,290.69,491.48,825.67,NO,4586.13
region_290,1156.3,800.23,490.91,333.58,239.17,28.28,3.05,13.51,247.65,322.43,416.7,655.08,YES,4706.89
region_291,834.13,733.2,484.06,388.45,141.72,78.98,58.07,3.68,292.65,447.75,799.67,745.22,NO,5007.58
region_292,712.63,1083.05,659.54,323.51,199.62,50.47,54.33,14.02,211.37,279.56,688.56,572.79,NO,4849.449999999999
region_293,665.09,1026.78,728.68,404.62,149.28,44.36,32.08,31.8,456.74,229.98,256.04,655.03,NO,4680.4800000000005
region_294,760.9,893.46,728.03,529.2,176.99,79.26,1.94,15.08,436.75,491.91,639.6,881.41,NO,5634.530000000001
region_295,806.27,922.04,543.93,377.9,150.36,62.42,20.03,26.94,435.59,625.77,398.41,908.08,NO,5277.740000000001
region_296,1033.12,836.04,591.6,397.67,137.9,66.96,28.59,22.28,330.84,330.65,343.35,560.12,NO,4679.120000000001
region_297,787.64,1176.64,500.58,388.17,155.61,27.31,21.55,22.24,409.65,549.03,725.43,520.04,YES,5283.89
region_298,1159.25,1120.52,737.54,351.11,74.61,30.59,12.01,17.3,278.13,315.03,522.49,901.28,YES,5519.860000000001
region_299,739.26,1125.85,705.79,435.24,237.62,63.98,48.76,25.28,391.61,568.03,301.24,856.48,YES,5499.139999999999
region_300,745.97,1193.07,651.89,432.13,205.0,29.36,25.74,21.6,134.44,163.26,542.59,992.82,YES,5137.87
region_301,816.15,766.02,537.63,418.81,166.65,69.13,3.66,20.13,371.62,185.71,616.08,880.93,NO,4852.52
region_302,922.45,829.1,618.15,405.51,93.62,57.92,53.19,2.65,379.26,640.61,773.07,894.59,YES,5670.120000000001
region_303,1182.66,887.33,515.53,321.54,203.97,71.58,12.89,34.93,133.75,320.39,357.7,878.15,YES,4920.419999999999
region_304,805.0,782.38,637.54,542.51,160.6,29.54,11.85,29.34,337.25,182.38,389.59,660.58,NO,4568.56
region_305,1169.3,965.07,715.82,535.89,176.09,58.47,13.31,11.24,244.63,605.14,733.25,649.62,YES,5877.83
region_306,1151.3,925.1,491.67,569.7,100.33,78.77,52.61,2.63,273.54,163.18,272.84,803.53,YES,4885.200000000001
region_307,698.38,837.69,616.95,410.25,87.49,67.82,46.37,21.92,424.02,622.97,792.14,757.7,NO,5383.700000000001
region_308,887.07,730.48,652.78,529.1,117.16,65.02,36.1,3.13,283.7,489.75,403.59,928.25,NO,5126.129999999999
region_309,967.04,911.87,564.29,570.65,132.38,56.37,44.48,15.45,451.63,258.64,611.64,551.94,NO,5136.379999999999
region_310,871.53,868.93,559.1,563.41,160.65,32.55,37.7,26.24,426.41,624.78,377.05,553.66,NO,5102.009999999999
region_311,1165.1,728.97,739.79,340.5,183.75,31.65,53.81,17.59,438.39,392.33,476.0,849.26,YES,5417.139999999999
region_312,648.1,909.17,712.4,497.13,238.44,48.92,54.42,11.61,281.51,193.63,685.71,679.29,NO,4960.330000000001
region_313,663.58,786.63,696.49,493.19,223.36,63.54,17.35,7.29,269.47,270.92,652.33,843.13,NO,4987.28
region_314,993.62,717.54,520.23,540.21,151.92,21.95,40.85,16.65,218.79,347.13,336.34,820.0,NO,4725.23
region_315,1118.63,903.79,576.94,328.74,72.17,37.73,42.95,9.87,236.96,253.45,643.37,502.13,YES,4726.7300000000005
region_316,1159.5,1089.29,546.71,367.07,196.71,56.23,35.4,22.78,141.79,192.78,484.62,941.23,YES,5234.110000000001
region_317,1032.53,1085.0,657.78,556.48,166.43,40.2,50.07,31.95,457.07,199.91,592.21,649.38,YES,5519.009999999999
region_318,1152.39,1184.14,679.48,509.65,140.69,68.58,39.39,25.33,143.66,659.96,232.14,755.46,YES,5590.870000000001
region_319,1045.63,1140.36,724.48,575.2,147.17,37.19,49.29,9.03,172.36,483.72,627.87,929.92,YES,5942.22
region_320,1035.55,991.0,460.36,539.86,232.16,31.62,40.73,31.06,294.6,502.58,244.37,699.12,YES,5103.009999999999
region_321,1183.98,817.4,636.92,586.71,140.35,24.83,45.18,32.36,357.97,575.6,484.46,691.58,YES,5577.34
region_322,1024.92,979.42,574.26,516.38,107.4,55.4,19.15,7.22,205.4,674.19,640.06,955.29,YES,5759.090000000001
region_323,1111.4,846.58,747.34,536.45,199.95,44.17,29.11,22.63,451.76,153.66,583.75,855.8,YES,5582.6
region_324,816.14,1064.4,653.91,427.26,206.46,67.79,10.16,27.96,480.52,697.03,667.23,815.64,YES,5934.500000000001
region_325,879.41,784.34,502.88,332.08,72.94,55.7,22.98,21.27,365.11,683.78,353.14,682.0,NO,4755.629999999999
region_326,1172.68,1001.49,687.11,526.68,76.9,26.03,22.18,29.12,223.32,435.72,789.94,538.78,YES,5529.95
region_327,880.96,805.79,474.7,543.28,238.3,52.82,34.39,2.49,460.4,637.74,234.62,958.78,NO,5324.2699999999995
region_328,994.93,1107.69,565.33,524.35,153.56,37.96,12.33,11.85,223.64,517.16,415.84,828.89,YES,5393.53
region_329,1151.57,828.41,458.6,540.59,129.24,50.53,24.85,1.58,233.19,692.36,296.71,502.11,YES,4909.74
region_330,1116.24,862.29,633.92,585.04,156.32,33.97,41.03,4.0,154.39,526.78,757.67,698.51,YES,5570.16
region_331,614.94,920.61,526.54,429.94,107.87,70.09,47.75,24.61,299.03,440.33,404.82,887.62,NO,4774.150000000001
region_332,1059.8,835.25,515.72,468.05,157.48,20.4,59.33,20.02,418.98,426.66,532.52,766.25,NO,5280.46
region_333,997.74,945.08,672.14,574.08,169.0,28.63,41.09,22.79,183.24,552.91,699.32,743.28,YES,5629.299999999999
region_334,921.43,965.83,685.47,466.72,85.68,27.06,55.37,15.89,495.93,238.78,590.8,622.65,YES,5171.609999999999
region_335,760.16,1144.42,668.84,520.71,200.0,57.1,12.76,30.62,302.59,141.52,633.98,744.05,YES,5216.750000000001
region_336,1010.44,954.36,455.41,514.7,177.52,77.41,34.15,7.62,129.4,653.89,451.84,631.02,YES,5097.76
region_337,1100.58,1090.48,716.15,373.02,201.06,27.88,48.32,2.34,362.52,327.76,539.13,601.58,YES,5390.820000000001
region_338,654.15,1157.85,645.84,448.6,220.76,79.67,37.34,27.33,487.42,602.31,285.33,815.16,YES,5461.76
region_339,948.09,980.72,588.78,447.29,86.82,74.23,50.94,14.99,307.21,292.66,743.6,841.21,YES,5376.54
region_340,867.14,894.46,499.09,518.88,212.03,58.19,22.63,18.03,332.28,155.37,355.77,506.07,NO,4439.9400000000005
region_341,679.05,884.03,648.16,595.64,238.9,69.94,34.0,8.84,453.69,664.3,458.22,617.05,NO,5351.820000000001
region_342,737.93,1076.39,721.95,423.57,115.82,58.23,26.02,3.48,418.92,159.26,376.13,876.84,YES,4994.540000000001
region_343,862.58,871.23,588.8,573.11,204.86,21.08,33.13,6.77,359.09,284.24,403.94,913.12,NO,5121.95
region_344,705.88,1139.97,636.89,437.57,185.69,69.47,11.71,8.31,141.64,371.76,543.58,649.98,YES,4902.449999999999
region_345,1067.73,1195.93,727.74,425.23,208.75,65.15,1.6,27.77,271.07,565.35,699.17,785.26,YES,6040.75
region_346,890.39,844.94,519.9,316.2,217.13,56.65,5.92,7.62,386.61,583.04,232.65,718.12,NO,4779.17
region_347,619.21,950.09,629.87,561.46,132.46,43.49,1.72,29.49,151.85,367.82,485.13,997.89,YES,4970.48
region_348,851.12,1182.44,455.4,518.27,138.83,33.53,29.42,14.95,427.96,173.63,562.03,737.42,YES,5125.0
region_349,1070.97,970.27,466.77,472.82,175.99,47.0,41.84,3.71,435.5,162.18,522.07,907.23,YES,5276.35
region_350,888.88,786.91,661.7,341.51,82.49,41.35,46.59,6.7,170.05,161.27,778.45,693.58,YES,4659.48
region_351,979.27,943.87,667.69,565.0,94.94,69.05,39.16,14.29,263.76,165.47,440.97,650.22,YES,4893.69
region_352,991.32,1103.42,748.71,332.54,106.47,48.36,20.6,34.18,184.73,229.83,370.15,755.61,YES,4925.919999999999
region_353,968.95,1169.42,728.8,525.85,111.69,69.31,24.26,12.22,210.26,453.4,779.31,663.31,YES,5716.779999999999
region_354,979.18,875.47,731.68,334.18,225.87,57.68,39.93,32.74,334.96,204.25,759.64,751.68,YES,5327.259999999999
region_355,1043.08,996.47,580.89,502.26,171.46,64.54,30.01,1.6,262.17,308.94,768.98,719.93,YES,5450.33
region_356,659.8,853.76,685.32,388.16,227.14,35.4,17.32,26.9,221.15,664.75,340.5,927.62,NO,5047.820000000001
region_357,1005.58,1152.66,689.11,327.35,113.88,65.31,1.51,9.4,211.03,421.9,508.69,608.83,YES,5115.250000000001
region_358,787.71,1142.32,560.14,361.36,200.23,72.28,22.4,10.47,127.4,303.85,586.11,856.7,YES,5030.97
region_359,1063.89,964.11,658.36,491.97,137.95,53.9,57.5,32.71,193.8,529.87,564.78,601.81,YES,5350.65
region_360,623.08,769.08,531.78,360.63,141.73,68.9,7.49,31.96,208.53,239.91,336.42,807.51,NO,4127.02
region_361,988.6,958.93,450.73,528.28,133.67,46.53,57.0,13.14,392.01,422.42,344.94,831.1,YES,5167.35
region_362,741.16,864.26,521.81,382.62,208.31,77.76,11.45,20.4,235.18,463.23,537.5,727.81,NO,4791.49
region_363,1033.8,803.67,456.35,434.03,200.83,76.22,26.21,31.47,437.47,479.85,723.46,855.67,NO,5559.029999999999
region_364,725.22,710.69,484.0,402.64,83.34,42.66,27.1,27.53,480.92,413.89,628.94,647.49,NO,4674.42
region_365,1115.45,729.64,609.74,542.86,136.82,40.61,56.84,8.42,213.35,639.07,592.23,781.13,YES,5466.160000000001
region_366,1032.63,1014.15,561.63,544.39,183.74,77.14,10.67,29.86,452.08,382.83,341.14,836.96,YES,5467.22
region_367,856.4,1161.08,658.82,549.96,146.32,47.65,37.59,17.29,397.7,358.07,262.38,733.88,YES,5227.14
region_368,1184.91,817.5,692.07,377.2,73.8,58.98,25.27,14.9,394.54,596.61,651.22,714.72,YES,5601.72
region_369,831.88,986.84,533.75,586.01,102.89,76.6,19.2,28.53,264.71,497.23,235.82,846.52,YES,5009.98
region_370,686.3,926.69,677.75,473.93,170.86,49.96,8.86,10.4,412.09,364.72,631.81,893.47,NO,5306.840000000001
region_371,1149.31,1145.15,735.24,316.06,93.17,60.14,7.68,24.41,494.35,144.72,484.8,819.2,YES,5474.23
region_372,680.48,1016.09,571.24,409.65,208.18,56.25,59.89,27.84,227.42,628.97,696.84,702.63,NO,5285.4800000000005
region_373,757.89,954.85,701.97,462.21,187.15,41.85,44.59,33.17,251.61,564.91,539.43,831.04,NO,5370.67
region_374,703.12,787.98,450.13,316.13,81.2,61.73,45.88,2.85,289.42,341.68,377.53,524.93,NO,3982.5799999999995
region_375,767.29,1138.76,693.66,387.73,120.0,30.68,2.49,16.38,178.72,546.63,394.52,976.3,YES,5253.16
region_376,659.0,948.99,579.95,500.48,81.84,39.02,32.46,22.22,306.98,159.32,398.94,887.28,NO,4616.4800000000005
region_377,945.15,864.27,644.46,597.68,155.62,30.61,2.29,19.91,250.37,597.28,488.66,513.17,NO,5109.469999999999
region_378,1064.54,916.78,466.71,447.6,97.64,78.99,32.18,6.81,300.97,410.48,505.81,550.38,NO,4878.889999999999
region_379,953.34,864.87,648.14,432.85,71.28,72.1,6.91,1.22,290.72,536.25,482.7,882.27,YES,5242.65
region_380,884.54,1095.64,556.55,446.94,125.83,75.6,51.3,21.99,324.28,249.03,310.17,911.12,YES,5052.99
region_381,1181.12,892.62,541.07,532.0,95.55,20.08,50.94,23.35,337.46,680.92,775.09,572.8,YES,5703.0
region_382,994.93,884.23,509.69,562.23,196.46,58.88,30.69,32.5,419.95,145.54,383.4,849.48,YES,5067.98
region_383,719.29,1008.93,598.6,524.26,154.09,24.88,18.57,27.63,499.83,253.16,629.54,920.79,YES,5379.570000000001
region_384,746.83,1196.59,579.53,332.05,151.57,72.68,39.27,32.13,420.17,681.76,282.51,789.19,YES,5324.280000000001
region_385,1165.2,944.58,623.77,568.34,119.1,63.99,59.64,28.79,459.35,340.85,762.65,744.0,YES,5880.259999999999
region_386,641.13,871.51,706.74,538.01,216.96,49.69,37.04,2.83,332.89,470.01,623.68,720.42,NO,5210.910000000001
region_387,643.75,999.34,664.77,372.42,170.51,42.54,10.7,7.67,319.45,492.48,328.55,824.64,NO,4876.82
region_388,1145.29,986.3,548.72,501.85,153.78,29.81,6.3,7.81,411.83,617.59,568.2,504.05,YES,5481.530000000001
region_389,990.44,805.96,748.79,596.36,152.77,68.23,53.42,29.29,495.44,592.58,524.74,750.04,NO,5808.06
region_390,632.32,937.8,673.05,376.77,157.36,26.44,44.65,0.28,165.49,252.63,395.34,502.35,NO,4164.480000000001
region_391,1182.24,1195.55,589.68,537.19,224.81,55.44,8.47,20.36,455.41,285.58,646.89,747.95,YES,5949.57
region_392,722.6,994.87,462.99,494.94,217.77,34.63,55.74,26.12,154.06,189.85,383.72,776.4,NO,4513.69
region_393,1160.85,816.1,594.49,376.66,74.09,76.43,18.4,21.58,149.44,541.41,545.25,794.11,YES,5168.809999999999
region_394,601.78,946.49,731.18,328.28,180.24,28.91,37.51,0.53,426.28,613.27,388.52,712.85,NO,4995.84
region_395,623.72,898.12,706.16,482.24,131.09,52.78,31.88,3.13,123.89,145.36,707.05,909.57,YES,4814.99
region_396,947.3,1197.85,464.46,348.87,204.58,35.53,39.7,14.58,457.33,485.63,615.57,807.45,YES,5618.8499999999985
region_397,1122.39,858.52,614.63,463.91,185.44,62.51,30.52,30.39,337.55,332.57,418.02,727.26,YES,5183.710000000001
region_398,732.06,927.52,486.31,451.75,137.63,37.06,34.36,5.69,288.96,169.43,796.03,771.11,NO,4837.91
region_399,1005.45,909.57,482.78,435.56,226.65,38.58,55.45,29.93,175.67,488.41,487.22,731.74,NO,5067.009999999999
region_400,720.41,890.78,596.96,398.19,135.03,76.29,57.23,29.54,126.12,140.63,412.27,762.43,NO,4345.88
region_401,769.19,833.87,604.7,595.85,160.14,43.79,14.51,2.1,450.14,220.95,609.29,969.21,NO,5273.74
region_402,684.49,1128.64,513.3,408.84,204.88,29.43,4.41,16.61,264.36,658.17,727.28,633.66,YES,5274.070000000001
region_403,1076.31,908.42,632.83,540.9,109.28,78.12,15.31,29.01,210.17,376.37,785.29,817.52,YES,5579.530000000001
region_404,1080.16,848.28,540.29,390.63,229.57,58.04,38.59,22.96,432.57,323.69,620.87,654.26,NO,5239.910000000001
region_405,1052.44,708.28,574.52,454.42,153.82,46.6,16.3,33.63,386.66,582.06,398.67,535.32,NO,4942.719999999999
region_406,890.13,972.76,451.74,413.22,179.57,57.87,18.14,33.31,316.83,506.75,735.4,831.68,YES,5407.400000000001
region_407,1014.84,1148.04,564.26,489.93,81.92,49.59,27.79,21.67,132.36,352.06,525.36,886.44,YES,5294.26
region_408,735.79,1194.76,552.16,592.61,78.4,66.04,44.18,9.1,434.16,166.58,502.67,875.52,YES,5251.969999999999
region_409,685.33,887.38,567.9,575.89,227.62,47.71,52.14,33.58,480.45,622.58,592.97,900.71,NO,5674.26
region_410,1133.19,858.67,573.15,400.8,77.68,71.48,1.42,7.24,323.74,312.03,335.53,692.63,YES,4787.5599999999995
region_411,1189.78,838.4,721.36,501.8,135.22,23.26,24.72,28.92,417.8,155.8,601.64,583.26,YES,5221.960000000001
region_412,687.53,729.3,551.18,414.97,219.5,69.33,29.15,9.69,376.56,497.58,563.09,628.59,NO,4776.469999999999
region_413,600.1,1159.68,619.68,571.52,159.73,35.57,52.15,18.77,302.46,138.66,311.55,714.96,YES,4684.83
region_414,743.16,844.33,526.79,431.59,79.83,77.09,16.53,0.4,295.36,353.35,448.84,588.5,NO,4405.77
region_415,774.23,1139.47,497.42,447.7,132.27,42.78,34.6,10.46,290.53,411.48,369.99,829.97,YES,4980.900000000001
region_416,780.93,939.66,510.65,350.44,164.34,56.08,55.62,33.94,353.82,436.61,565.53,864.96,NO,5112.58
region_417,621.14,995.94,555.12,514.06,232.75,51.8,43.35,9.31,240.14,274.87,379.66,858.61,NO,4776.749999999999
region_418,1163.23,757.5,654.96,363.39,74.33,22.15,18.44,4.74,304.21,588.73,412.26,532.86,YES,4896.799999999999
region_419,653.77,1181.51,568.41,473.69,103.67,47.47,23.91,23.94,163.99,372.79,544.76,710.71,YES,4868.62
region_420,934.59,872.79,580.06,558.12,136.92,61.13,34.76,4.71,465.45,528.45,632.56,843.08,NO,5652.620000000001
